,date,url,url_perc
490,2020-11-10,https://www.pio.gov.cy/coronavirus/uploads/10112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/10112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
489,2020-11-11,https://www.pio.gov.cy/coronavirus/uploads/11112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.docx,https://www.pio.gov.cy/coronavirus/uploads/11112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.docx
488,2020-11-12,https://www.pio.gov.cy/coronavirus/uploads/12112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/12112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
487,2020-11-13,https://www.pio.gov.cy/coronavirus/uploads/13112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/13112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
486,2020-11-14,https://www.pio.gov.cy/coronavirus/uploads/14112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/14112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
485,2020-11-15,https://www.pio.gov.cy/coronavirus/uploads/15112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/15112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
484,2020-11-16,https://www.pio.gov.cy/coronavirus/uploads/16112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/16112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
483,2020-11-17,https://www.pio.gov.cy/coronavirus/uploads/17112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/17112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
482,2020-11-18,https://www.pio.gov.cy/coronavirus/uploads/18112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/18112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
481,2020-11-19,https://www.pio.gov.cy/coronavirus/uploads/19112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/19112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
480,2020-11-21,https://www.pio.gov.cy/coronavirus/uploads/21112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/21112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
479,2020-11-22,https://www.pio.gov.cy/coronavirus/uploads/22112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/22112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
478,2020-11-23,https://www.pio.gov.cy/coronavirus/uploads/23112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/23112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
477,2020-11-24,https://www.pio.gov.cy/coronavirus/uploads/24112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/24112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
476,2020-11-25,https://www.pio.gov.cy/coronavirus/uploads/25112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/25112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
475,2020-11-26,https://www.pio.gov.cy/coronavirus/uploads/26112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/26112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
474,2020-11-27,https://www.pio.gov.cy/coronavirus/uploads/27112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/27112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
473,2020-11-28,https://www.pio.gov.cy/coronavirus/uploads/28112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/28112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
472,2020-11-29,https://www.pio.gov.cy/coronavirus/uploads/29112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/29112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
471,2020-11-30,https://www.pio.gov.cy/coronavirus/uploads/30112020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/30112020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
470,2020-12-01,https://www.pio.gov.cy/coronavirus/uploads/01122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/01122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
469,2020-12-02,https://www.pio.gov.cy/coronavirus/uploads/02122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/02122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
468,2020-12-03,https://www.pio.gov.cy/coronavirus/uploads/03122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/03122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
467,2020-12-04,https://www.pio.gov.cy/coronavirus/uploads/04122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/04122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
466,2020-12-05,https://www.pio.gov.cy/coronavirus/uploads/05122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/05122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
465,2020-12-06,https://www.pio.gov.cy/coronavirus/uploads/06122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/06122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
464,2020-12-07,https://www.pio.gov.cy/coronavirus/uploads/07122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/07122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
463,2020-12-08,https://www.pio.gov.cy/coronavirus/uploads/08122020--Ανακοίνωση για επιβεβαίωση κρουσμάτων κορωνοϊού.pdf,https://www.pio.gov.cy/coronavirus/uploads/08122020--%CE%91%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CF%80%CE%B9%CE%B2%CE%B5%CE%B2%CE%B1%CE%AF%CF%89%CF%83%CE%B7%20%CE%BA%CF%81%CE%BF%CF%85%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD%20%CE%BA%CE%BF%CF%81%CF%89%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D.pdf
